URI	label	Description	mixsid	valueType	units	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000205	measurement value	microgram per liter	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000541	measurement value	"microgram per liter, micromole per liter"	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000541	measurement value	microgram per liter	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000716	measurement value	"microgram per liter, micromole per liter"	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000716	measurement value	microgram per liter	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000514	measurement value	"microgram per liter, micromole per liter"	
mixs:org_nitro	organic nitrogen	Concentration of organic nitrogen	MIXS:0000514	measurement value	microgram per liter	
mixs:org_particles	organic particles	"Concentration of particles such as faeces, hairs, food, vomit, paper fibers, plant material, humus, etc."	MIXS:0000665	particle name;measurement value	gram per liter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000466	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000466	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000466	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000466	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000292	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000292	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000292	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000292	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000386	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000386	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000386	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000386	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000534	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000534	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000534	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000534	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000132	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000132	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000132	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000132	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000400	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000400	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000400	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000400	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000572	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000572	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000572	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000572	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000103	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000103	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000103	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000103	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000501	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000501	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000501	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000501	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000717	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000717	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000717	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000717	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000362	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000362	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000362	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000362	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000374	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000374	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000374	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000374	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000659	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000659	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000659	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000659	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000418	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000418	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000418	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000418	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000345	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000345	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000345	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000345	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000614	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000614	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000614	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	MIXS:0000614	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000466	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000466	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000466	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000466	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000292	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000292	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000292	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000292	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000386	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000386	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000386	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000386	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000534	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000534	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000534	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000534	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000132	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000132	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000132	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000132	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000400	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000400	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000400	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000400	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000572	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000572	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000572	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000572	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000103	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000103	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000103	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000103	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000501	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000501	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000501	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000501	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000717	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000717	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000717	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000717	organism name;measurement value	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000362	organism name;measurement value;enumeration	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000362	organism name;measurement value;enumeration	number of organism per cubic meter	
mixs:organism_count	organism count	"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)"	MIXS:0000362	organism name;measurement value	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
